Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-04-26 13:30:48,false,"McKinney - Easy Run","5.00","725","01:01:25","142","170","--","147","249","12:17","8:29","135","135","0.89","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:48.05","5","0.0","--","--","--","--","--","--","--","--","01:01:24","01:01:25","738","820"
Breathwork,2021-04-22 21:01:46,false,"Relax and Focus","--","--","00:15:38","70","90","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","253","0.0","5","4","7","20","0","20","30","62","00:00:00","00:15:38","--","--"
Strength Training,2021-04-22 12:53:48,false,"Strength","0.00","177","00:21:46","119","148","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","145","14","0:00","0.0","0:00","No","21:45.95","1","0.0","--","--","--","--","--","--","--","--","00:09:56.0","00:21:55","--","--"
Running,2021-04-21 11:25:52,false,"McKinney - Negative Split Run","6.00","912","01:12:35","147","193","--","153","244","12:06","6:28","105","72","0.87","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","10:46.23","6","0.0","--","--","--","--","--","--","--","--","01:12:18","01:12:35","754","814"
Walking,2021-04-20 12:32:37,false,"McKinney Walking","1.15","155","00:20:41","104","123","--","115","174","17:54","14:49","115","79","0.78","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:26.10","2","0.0","--","--","--","--","--","--","--","--","00:20:12","00:20:41","642","753"
Running,2021-04-19 21:07:42,false,"McKinney - Easy Run","4.00","578","00:52:45","136","160","--","147","243","13:11","6:38","49","66","0.83","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","12:36.61","4","0.0","--","--","--","--","--","--","--","--","00:52:38","00:52:45","735","782"
Walking,2021-04-19 13:47:17,false,"McKinney Walking","2.19","331","00:54:01","109","127","--","72","138","24:42","15:18","56","43","1.42","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:11.42","3","0.0","--","--","--","--","--","--","--","--","00:44:05","00:54:01","753","802"
Cycling,2021-04-18 13:03:53,false,"McKinney Cycling","36.49","1,298","02:12:41","147","175","--","--","--","16.5","30.4","1,145","1,096","0.00","0.0","0.0","0","--","73","175","--","--","0.0","--","0","0","0.0","0.0","7582","0","0","0","--","0:00","59.0","0:00","No","02:12:40.95","1","77.0","--","--","--","--","--","--","--","--","02:12:04","02:26:53","514","686"
Breathwork,2021-04-17 21:50:09,false,"Relax and Focus","--","--","00:15:38","70","77","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","253","0.0","4","3","5","-13","33","20","23","42","00:00:00","00:15:38","--","--"
Breathwork,2021-04-16 21:35:43,false,"Relax and Focus","--","--","00:15:38","73","81","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","253","0.0","4","4","17","3","33","36","34","48","00:00:00","00:15:38","--","--"
Running,2021-04-16 13:58:59,false,"McKinney - Tired Run","3.00","446","00:31:30","156","203","--","155","193","10:30","7:26","72","52","0.99","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:30.63","3","0.0","--","--","--","--","--","--","--","--","00:31:30","00:31:30","762","806"
Running,2021-04-14 12:04:41,false,"Frisco - Negative Split Run","9.00","1,332","01:50:28","146","172","--","147","249","12:17","5:39","236","190","0.89","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:25.26","10","0.0","--","--","--","--","--","--","--","--","01:50:16","01:50:28","694","762"
Walking,2021-04-14 11:52:07,false,"McKinney Walking","0.68","91","00:11:42","104","114","--","110","130","17:20","14:18","7","13","0.84","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:42.43","1","0.0","--","--","--","--","--","--","--","--","00:11:14","00:11:42","756","776"
Walking,2021-04-13 18:31:00,false,"McKinney Walking","0.21","34","00:06:43.1","96","116","--","75","109","31:16","19:33","13","36","0.69","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:43.06","1","0.0","--","--","--","--","--","--","--","--","00:05:07","00:06:43.1","726","767"
Running,2021-04-13 13:08:50,false,"McKinney - Hill Repeats","3.14","421","00:38:52","135","165","--","139","249","12:22","3:05","59","62","0.93","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:11.27","28","0.0","--","--","--","--","--","--","--","--","00:38:36","00:38:52","749","791"
Walking,2021-04-11 15:00:06,false,"McKinney Walking","0.19","43","00:07:57.1","102","121","--","51","118","42:43","18:47","--","23","0.74","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","07:57.06","1","0.0","--","--","--","--","--","--","--","--","00:05:02","00:07:57.1","794","822"
Cycling,2021-04-10 06:56:01,false,"McKinney Cycling","67.66","2,382","04:13:02","138","173","--","--","--","16.0","24.9","1,299","1,184","0.00","0.0","0.0","0","--","56","97","--","--","0.0","--","0","0","0.0","0.0","14408","0","0","0","--","0:00","0.0","0:00","No","04:13:02.49","1","0.0","--","--","--","--","--","--","--","--","04:12:59","04:55:19","377","783"
Cycling,2021-04-10 06:55:58,false,"McKinney Cycling","67.21","2,128","04:14:44","140","167","--","--","--","15.8","104.4","1,309","1,385","0.00","0.0","0.0","0","--","68","97","--","--","0.0","--","0","0","0.0","0.0","13836","0","0","0","--","0:00","42.8","0:00","No","04:14:43.69","1","66.2","--","--","--","--","--","--","--","--","04:13:08","04:55:16","337","758"
Running,2021-04-09 11:56:52,false,"McKinney - Tired Run","3.00","438","00:35:45","142","167","--","145","246","11:55","8:21","66","66","0.93","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:34.38","3","0.0","--","--","--","--","--","--","--","--","00:35:44","00:35:45","709","748"
Breathwork,2021-04-07 21:09:43,false,"Relax and Focus","--","--","00:15:38","65","74","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","253","0.0","4","4","5","17","0","17","19","28","00:00:00","00:15:38","--","--"
Running,2021-04-07 11:32:37,false,"McKinney - Negative Split Run","8.00","1,182","01:32:04","149","179","--","153","249","11:31","8:11","190","194","0.91","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","05:29.29","9","0.0","--","--","--","--","--","--","--","--","01:31:50","01:32:04","733","793"
Walking,2021-04-07 11:24:45,false,"McKinney Walking","0.43","56","00:07:28.0","90","102","--","116","126","17:20","16:14","23","13","0.80","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","07:27.96","1","0.0","--","--","--","--","--","--","--","--","00:07:28.0","00:07:28.0","766","782"
Other,2021-04-06 12:01:52,false,"McKinney Yard Work","0.79","312","00:43:12","116","146","--","21","184","1.1","3.3","46","56","1.39","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","43:11.91","1","0.0","--","--","--","--","--","--","--","--","00:23:41","00:43:12","748","776"
Walking,2021-04-06 11:41:25,false,"McKinney Walking","0.54","68","00:10:25","114","123","--","106","123","19:21","17:44","7","20","0.78","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","10:25.13","1","0.0","--","--","--","--","--","--","--","--","00:10:25","00:10:25","751","768"
Running,2021-04-06 11:05:37,false,"McKinney - Cadence Drills","3.00","473","00:34:21","149","174","--","158","243","11:27","7:44","75","92","0.89","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","05:33.76","4","0.0","--","--","--","--","--","--","--","--","00:34:20","00:34:21","722","784"
Walking,2021-04-06 10:55:12,false,"McKinney Walking","0.58","77","00:10:02","93","111","--","116","129","17:18","14:36","20","13","0.80","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","10:01.83","1","0.0","--","--","--","--","--","--","--","--","00:10:02","00:10:02","768","788"
Cycling,2021-04-05 12:35:02,false,"McKinney Cycling","23.28","960","01:17:47","157","176","--","--","--","18.0","35.7","722","686","0.00","0.0","0.0","0","--","72","218","--","--","0.0","--","0","0","0.0","0.0","5007","0","0","0","--","0:00","71.6","0:00","No","01:17:47.00","1","80.6","--","--","--","--","--","--","--","--","01:17:26","01:26:18","572","829"
Yoga,2021-04-04 21:28:03,false,"Yoga","--","147","01:00:25","70","91","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","--","1","0:00","0.0","0:00","No","01:00:25.35","1","0.0","16","6","25","-7","35","28","33","71","01:00:25","01:00:25","--","--"
Running,2021-04-04 12:30:48,false,"McKinney - Easy Run","4.00","568","00:46:01","140","168","--","152","241","11:30","7:47","118","85","0.92","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","10:45.02","4","0.0","--","--","--","--","--","--","--","--","00:46:01","00:46:01","736","810"
Running,2021-04-02 11:32:36,false,"Frisco - Tired Run","3.00","464","00:29:18","160","181","--","162","238","9:46","7:55","56","46","1.02","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:22.43","3","0.0","--","--","--","--","--","--","--","--","00:29:18","00:29:18","747","798"
Walking,2021-04-02 11:14:50,false,"McKinney Walking","0.66","79","00:13:22","0","0","--","97","130","20:14","14:45","13","20","0.82","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","13:22.23","1","0.0","--","--","--","--","--","--","--","--","00:11:05","00:13:22","719","744"
Treadmill Running,2021-03-31 09:44:29,false,"Negative Split Run","8.00","976","01:40:29","133","159","--","149","241","12:34","5:50","--","--","0.86","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","07:29.39","9","0.0","--","--","--","--","--","--","--","--","01:38:23","01:40:29","--","--"
Running,2021-03-30 10:11:45,false,"McKinney - Hill Repeats","2.30","319","00:27:09","136","170","--","147","243","11:50","3:19","39","43","0.93","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:20.00","20","0.0","--","--","--","--","--","--","--","--","00:27:00","00:27:38","753","787"
Cycling,2021-03-29 12:12:12,false,"McKinney Cycling","17.55","710","00:57:37","153","170","--","--","--","18.3","30.0","656","630","0.00","0.0","0.0","0","--","66","89","--","--","0.0","--","0","0","0.0","0.0","3286","0","0","0","--","0:00","68.0","0:00","No","57:37.27","1","78.8","--","--","--","--","--","--","--","--","00:57:12","01:00:17","586","825"
Running,2021-03-28 12:27:24,false,"McKinney - Easy Run","4.00","552","00:47:54","138","153","--","147","233","11:58","7:07","72","72","0.91","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:33.94","4","0.0","--","--","--","--","--","--","--","--","00:47:53","00:47:54","733","784"
Walking,2021-03-28 12:15:50,false,"McKinney Walking","0.66","86","00:11:00","80","103","--","120","127","16:37","15:37","13","7","0.81","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:00.47","1","0.0","--","--","--","--","--","--","--","--","00:11:00","00:11:00","730","749"
Walking,2021-03-27 12:05:24,false,"Dallas Walking","1.59","328","01:06:40","100","120","--","50","158","41:55","2:00","69","59","0.77","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","26:35.82","2","0.0","--","--","--","--","--","--","--","--","00:43:00","01:06:40","398","450"
Walking,2021-03-27 09:22:42,false,"Dallas Walking","1.98","376","01:50:29","77","114","--","26","194","55:46","8:29","66","62","1.14","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","49:07.32","2","0.0","--","--","--","--","--","--","--","--","00:40:46","01:50:36","464","512"
Walking,2021-03-26 13:57:03,false,"McKinney Walking","1.45","188","00:29:59","98","115","--","107","116","20:40","18:55","36","23","0.73","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:01.26","2","0.0","--","--","--","--","--","--","--","--","00:29:58","00:29:59","762","789"
Running,2021-03-26 10:38:41,false,"McKinney - Tired Run","2.00","287","00:24:18","138","157","--","143","233","12:09","6:57","46","36","0.93","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","12:08.72","2","0.0","--","--","--","--","--","--","--","--","00:24:12","00:24:18","765","810"
Walking,2021-03-26 10:27:32,false,"McKinney Walking","0.58","77","00:10:05","95","104","--","119","238","17:18","14:31","23","20","0.78","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","10:04.57","1","0.0","--","--","--","--","--","--","--","--","00:10:05","00:10:05","765","784"
Running,2021-03-24 12:48:49,false,"McKinney - Negative Split Run","5.00","729","00:54:17","151","184","--","157","240","10:52","6:18","128","95","0.95","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","05:43.82","6","0.0","--","--","--","--","--","--","--","--","00:54:16","00:54:17","751","847"
Running,2021-03-23 14:33:30,false,"McKinney - Cadence Drills","2.00","294","00:20:15","147","167","--","162","199","10:08","7:45","52","59","0.98","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","05:04.38","3","0.0","--","--","--","--","--","--","--","--","00:20:15","00:20:15","746","793"
Running,2021-03-21 12:31:26,false,"McKinney - Easy Run","4.00","548","00:48:25","138","154","--","141","249","12:06","9:06","112","105","0.94","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:07.42","4","0.0","--","--","--","--","--","--","--","--","00:48:04","00:48:25","718","791"
Walking,2021-03-21 10:04:29,false,"McKinney Walking","0.87","160","00:28:07","104","121","--","59","127","32:24","16:37","36","30","0.84","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","28:06.91","1","0.0","--","--","--","--","--","--","--","--","00:17:48","00:28:07","751","784"
Yoga,2021-03-19 13:57:41,false,"Yoga","--","54","00:32:27","66","84","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","--","1","0:00","0.0","0:00","No","32:27.49","1","0.0","16","6","24","2","25","27","26","54","00:32:27","00:32:27","--","--"
Walking,2021-03-19 11:06:37,false,"McKinney Walking","0.31","44","00:06:45.1","110","123","--","74","175","21:40","10:46","108","7","1.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:45.10","1","0.0","--","--","--","--","--","--","--","--","00:06:42","00:06:45.1","759","867"
Running,2021-03-19 10:46:06,false,"McKinney - Tired Run","2.00","285","00:18:20","159","170","--","160","202","9:10","6:25","30","36","1.09","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","08:25.02","2","0.0","--","--","--","--","--","--","--","--","00:18:20","00:18:20","736","762"
Yoga,2021-03-18 22:18:27,false,"Yoga","--","778","07:12:23","56","71","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","--","1","0:00","0.0","0:00","No","07:12:23.46","1","0.0","17","6","25","-13","23","10","16","30","07:12:23","07:12:23","--","--"
Other,2021-03-18 12:45:53,false,"McKinney Yard Work","0.78","294","00:51:01","106","119","--","22","199","0.9","3.7","26","23","1.12","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","51:00.65","1","0.0","--","--","--","--","--","--","--","--","00:22:38","00:51:01","799","812"
Walking,2021-03-17 13:20:17,false,"Frisco Walking","0.92","146","00:21:04","116","130","--","83","174","22:57","8:13","43","36","0.84","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","21:04.16","1","0.0","--","--","--","--","--","--","--","--","00:17:38","00:21:04","757","797"
